MSG_TYPE,NODE_1,NODE_2,SEQTS,HLC,BITMAP,OFFSETS,COUNTERS,NUM_PROCS,EPSILON,INTERVAL,DELTA,ALPHA,MAX_OFFSET_SIZE,OFFSET_SIZE,COUNTER_SIZE,CLOCK_SIZE,MAX_OFFSET
SEND,10.1.1.3,10.1.1.2,56,17995,00100,0000000000000000000000000000000000000000000000000000000000000000,0,5,100,50,200,20,7,7,0,22,0
SEND,10.1.1.4,10.1.1.1,56,17942,01000,0000000000000000000000000000000000000000000000000000000000000000,0,5,100,50,200,20,7,7,0,22,0
SEND,10.1.1.5,10.1.1.2,56,17850,10000,0000000000000000000000000000000000000000000000000000000000000000,0,5,100,50,200,20,7,7,0,22,0
RECV,10.1.1.2,10.1.1.1,56,17975,00011,0000000000000000000000000000000000000000000000000000000001011110,0,5,100,50,200,20,7,14,0,29,94
RECV,10.1.1.1,10.1.1.2,56,17939,00001,0000000000000000000000000000000000000000000000000000000000000000,0,5,100,50,200,20,7,7,0,22,0
RECV,10.1.1.2,10.1.1.3,56,18004,00110,0000000000000000000000000000000000000000000000000000010010000000,0,5,100,50,200,20,7,14,0,29,9
RECV,10.1.1.1,10.1.1.4,56,18003,01001,0000000000000000000000000000000000000000000000000001111010000000,0,5,100,50,200,20,7,14,0,29,61
RECV,10.1.1.2,10.1.1.5,56,18019,00110,0000000000000000000000000000000000000000000000000000110000000000,0,5,100,50,200,20,7,14,0,29,24
SEND,10.1.1.1,10.1.1.2,57,18036,01001,0000000000000000000000000000000000000000000000000010111100000000,0,5,100,50,200,20,7,14,0,29,94
SEND,10.1.1.2,10.1.1.3,57,18094,00110,0000000000000000000000000000000000000000000000000011000110000000,0,5,100,50,200,20,7,14,0,29,99
SEND,10.1.1.3,10.1.1.1,57,18089,00100,0000000000000000000000000000000000000000000000000000000000000000,0,5,100,50,200,20,7,7,0,22,0
SEND,10.1.1.4,10.1.1.2,57,18035,01000,0000000000000000000000000000000000000000000000000000000000000000,0,5,100,50,200,20,7,7,0,22,0
SEND,10.1.1.5,10.1.1.3,57,18052,10000,0000000000000000000000000000000000000000000000000000000000000000,0,5,100,50,200,20,7,7,0,22,0
RECV,10.1.1.2,10.1.1.1,57,18265,00010,0000000000000000000000000000000000000000000000000000000000000000,0,5,100,50,200,20,7,7,0,22,0
RECV,10.1.1.3,10.1.1.2,57,18235,00100,0000000000000000000000000000000000000000000000000000000000000000,0,5,100,50,200,20,7,7,0,22,0
RECV,10.1.1.1,10.1.1.3,57,18298,00001,0000000000000000000000000000000000000000000000000000000000000000,0,5,100,50,200,20,7,7,0,22,0
RECV,10.1.1.2,10.1.1.4,57,18294,00010,0000000000000000000000000000000000000000000000000000000000000000,0,5,100,50,200,20,7,7,0,22,0
RECV,10.1.1.3,10.1.1.5,57,18288,00100,0000000000000000000000000000000000000000000000000000000000000000,0,5,100,50,200,20,7,7,0,22,0
SEND,10.1.1.1,10.1.1.5,58,18355,00001,0000000000000000000000000000000000000000000000000000000000000000,0,5,100,50,200,20,7,7,0,22,0
SEND,10.1.1.2,10.1.1.5,58,18403,00010,0000000000000000000000000000000000000000000000000000000000000000,0,5,100,50,200,20,7,7,0,22,0
SEND,10.1.1.3,10.1.1.5,58,18404,00100,0000000000000000000000000000000000000000000000000000000000000000,0,5,100,50,200,20,7,7,0,22,0
SEND,10.1.1.4,10.1.1.2,58,18649,01000,0000000000000000000000000000000000000000000000000000000000000000,0,5,100,50,200,20,7,7,0,22,0
SEND,10.1.1.5,10.1.1.4,58,18354,10000,0000000000000000000000000000000000000000000000000000000000000000,0,5,100,50,200,20,7,7,0,22,0
RECV,10.1.1.5,10.1.1.1,58,18565,10000,0000000000000000000000000000000000000000000000000000000000000000,0,5,100,50,200,20,7,7,0,22,0
RECV,10.1.1.4,10.1.1.5,58,18655,01000,0000000000000000000000000000000000000000000000000000000000000000,0,5,100,50,200,20,7,7,0,22,0
RECV,10.1.1.5,10.1.1.3,58,18581,10000,0000000000000000000000000000000000000000000000000000000000000000,0,5,100,50,200,20,7,7,0,22,0
RECV,10.1.1.2,10.1.1.4,58,18649,01010,0000000000000000000000000000000000000000000000000000000000000000,1,5,100,50,200,20,7,14,1,30,0
RECV,10.1.1.5,10.1.1.2,58,18616,10000,0000000000000000000000000000000000000000000000000000000000000000,0,5,100,50,200,20,7,7,0,22,0
SEND,10.1.1.1,10.1.1.2,59,18753,00001,0000000000000000000000000000000000000000000000000000000000000000,0,5,100,50,200,20,7,7,0,22,0
SEND,10.1.1.2,10.1.1.1,59,18669,01010,0000000000000000000000000000000000000000000000000000101000000000,0,5,100,50,200,20,7,14,0,29,20
SEND,10.1.1.3,10.1.1.2,59,18594,00100,0000000000000000000000000000000000000000000000000000000000000000,0,5,100,50,200,20,7,7,0,22,0
SEND,10.1.1.4,10.1.1.2,59,18935,01000,0000000000000000000000000000000000000000000000000000000000000000,0,5,100,50,200,20,7,7,0,22,0
SEND,10.1.1.5,10.1.1.2,59,18820,10000,0000000000000000000000000000000000000000000000000000000000000000,0,5,100,50,200,20,7,7,0,22,0
RECV,10.1.1.2,10.1.1.1,59,18860,00010,0000000000000000000000000000000000000000000000000000000000000000,0,5,100,50,200,20,7,7,0,22,0
RECV,10.1.1.1,10.1.1.2,59,18917,00001,0000000000000000000000000000000000000000000000000000000000000000,0,5,100,50,200,20,7,7,0,22,0
RECV,10.1.1.2,10.1.1.3,59,18966,00010,0000000000000000000000000000000000000000000000000000000000000000,0,5,100,50,200,20,7,7,0,22,0
RECV,10.1.1.2,10.1.1.5,59,18975,00010,0000000000000000000000000000000000000000000000000000000000000000,0,5,100,50,200,20,7,7,0,22,0
RECV,10.1.1.2,10.1.1.4,59,18977,01010,0000000000000000000000000000000000000000000000000001010100000000,0,5,100,50,200,20,7,14,0,29,42
SEND,10.1.1.1,10.1.1.2,60,19233,00001,0000000000000000000000000000000000000000000000000000000000000000,0,5,100,50,200,20,7,7,0,22,0
SEND,10.1.1.2,10.1.1.3,60,19289,00010,0000000000000000000000000000000000000000000000000000000000000000,0,5,100,50,200,20,7,7,0,22,0
SEND,10.1.1.3,10.1.1.5,60,19019,00100,0000000000000000000000000000000000000000000000000000000000000000,0,5,100,50,200,20,7,7,0,22,0
SEND,10.1.1.4,10.1.1.1,60,19178,01000,0000000000000000000000000000000000000000000000000000000000000000,0,5,100,50,200,20,7,7,0,22,0
SEND,10.1.1.5,10.1.1.4,60,19144,10000,0000000000000000000000000000000000000000000000000000000000000000,0,5,100,50,200,20,7,7,0,22,0
RECV,10.1.1.2,10.1.1.1,60,19295,00011,0000000000000000000000000000000000000000000000000000000000111110,0,5,100,50,200,20,7,14,0,29,62
RECV,10.1.1.5,10.1.1.3,60,19234,10000,0000000000000000000000000000000000000000000000000000000000000000,0,5,100,50,200,20,7,7,0,22,0
RECV,10.1.1.3,10.1.1.2,60,19289,00110,0000000000000000000000000000000000000000000000000000000000000000,1,5,100,50,200,20,7,14,1,30,0
RECV,10.1.1.4,10.1.1.5,60,19270,01000,0000000000000000000000000000000000000000000000000000000000000000,0,5,100,50,200,20,7,7,0,22,0
RECV,10.1.1.1,10.1.1.4,60,19253,01001,0000000000000000000000000000000000000000000000000010010110000000,0,5,100,50,200,20,7,14,0,29,75
SEND,10.1.1.1,10.1.1.2,61,19598,00001,0000000000000000000000000000000000000000000000000000000000000000,0,5,100,50,200,20,7,7,0,22,0
SEND,10.1.1.2,10.1.1.1,61,19314,00011,0000000000000000000000000000000000000000000000000000000001010001,0,5,100,50,200,20,7,14,0,29,81
SEND,10.1.1.3,10.1.1.1,61,19351,00110,0000000000000000000000000000000000000000000000000000000000111110,0,5,100,50,200,20,7,14,0,29,62
SEND,10.1.1.4,10.1.1.1,61,19568,01000,0000000000000000000000000000000000000000000000000000000000000000,0,5,100,50,200,20,7,7,0,22,0
SEND,10.1.1.5,10.1.1.4,61,19475,10000,0000000000000000000000000000000000000000000000000000000000000000,0,5,100,50,200,20,7,7,0,22,0
RECV,10.1.1.2,10.1.1.1,61,19598,00011,0000000000000000000000000000000000000000000000000000000000000000,1,5,100,50,200,20,7,14,1,30,0
RECV,10.1.1.1,10.1.1.4,61,19617,01001,0000000000000000000000000000000000000000000000000001100010000000,0,5,100,50,200,20,7,14,0,29,49
RECV,10.1.1.1,10.1.1.3,61,19617,01001,0000000000000000000000000000000000000000000000000001100010000000,1,5,100,50,200,20,7,14,1,30,49
RECV,10.1.1.1,10.1.1.2,61,19618,01001,0000000000000000000000000000000000000000000000000001100100000000,0,5,100,50,200,20,7,14,0,29,50
RECV,10.1.1.4,10.1.1.5,61,19585,01000,0000000000000000000000000000000000000000000000000000000000000000,0,5,100,50,200,20,7,7,0,22,0
SEND,10.1.1.1,10.1.1.3,62,19674,00001,0000000000000000000000000000000000000000000000000000000000000000,0,5,100,50,200,20,7,7,0,22,0
SEND,10.1.1.2,10.1.1.5,62,19821,00010,0000000000000000000000000000000000000000000000000000000000000000,0,5,100,50,200,20,7,7,0,22,0
SEND,10.1.1.3,10.1.1.1,62,19930,00100,0000000000000000000000000000000000000000000000000000000000000000,0,5,100,50,200,20,7,7,0,22,0
SEND,10.1.1.4,10.1.1.1,62,19742,01000,0000000000000000000000000000000000000000000000000000000000000000,0,5,100,50,200,20,7,7,0,22,0
SEND,10.1.1.5,10.1.1.2,62,19576,10000,0000000000000000000000000000000000000000000000000000000000000000,0,5,100,50,200,20,7,7,0,22,0
RECV,10.1.1.3,10.1.1.1,62,19932,00100,0000000000000000000000000000000000000000000000000000000000000000,0,5,100,50,200,20,7,7,0,22,0
RECV,10.1.1.5,10.1.1.2,62,19821,10010,0000000000000000000000000000000000000000000000000000000000000000,1,5,100,50,200,20,7,14,1,30,0
RECV,10.1.1.2,10.1.1.5,62,19832,00010,0000000000000000000000000000000000000000000000000000000000000000,0,5,100,50,200,20,7,7,0,22,0
RECV,10.1.1.1,10.1.1.4,62,19937,00001,0000000000000000000000000000000000000000000000000000000000000000,0,5,100,50,200,20,7,7,0,22,0
RECV,10.1.1.1,10.1.1.3,62,19938,00101,0000000000000000000000000000000000000000000000000000010000000000,0,5,100,50,200,20,7,14,0,29,8
